STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,2.204044819,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,1.874634504,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,2.421052694,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,1.825000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,PRICE,Retail price controls and regulation,A,Annual,2023,,1.833333373,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,2.176470518,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.656862736,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,1.633333325,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,2.912499905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,2,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,3.825000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,2.429257631,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,2.650000095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,3.049999952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,2.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,2.092547894,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,2.070512772,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,2.489583254,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,2.545225143,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.360700011,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,TFI,Barriers to trade facilitation,A,Annual,2023,,1.274975061,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BRA,Brazil,TARIFFS,Tariff barriers,A,Annual,2023,,6,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,PMR,Product market regulation,A,Annual,2023,,1.30450809,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,1.407568455,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,0.589181304,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,0.815789461,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,1.433524013,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,PRICE,Retail price controls and regulation,A,Annual,2023,,2.444444418,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,0.647058845,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.842592597,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,0.800000012,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,2.200000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,1.399999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,3,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,1.201447725,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,1.847916603,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,3.112499952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,0.583333313,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,1.20472753,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,1.211538434,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,1.197916627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,0.551698864,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.234562501,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,TFI,Barriers to trade facilitation,A,Annual,2023,,0.920534015,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,BGR,Bulgaria,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),PMR,Product market regulation,A,Annual,2023,,2.560376287,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,3.047181845,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,2.499451637,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,2.552631617,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,2.017093658,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),PRICE,Retail price controls and regulation,A,Annual,2023,,1.277777791,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,3.5625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.607407451,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,1.620689631,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),REGULATIONS,Regulations impact evaluation,A,Annual,2023,,4.625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,4.900000095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,4.349999905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,2.073570728,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,1.962499976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,2.174999952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,1.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,2.400907993,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,1.794871807,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,3.006944418,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,1.857304335,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,1.390900016,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),TFI,Barriers to trade facilitation,A,Annual,2023,,1.181012869,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHN,China (Peopleâ€™s Republic of),TARIFFS,Tariff barriers,A,Annual,2023,,3,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,PMR,Product market regulation,A,Annual,2023,,1.39587003,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,1.541890025,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,1.852521896,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,2.447368383,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,0.873148143,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,PRICE,Retail price controls and regulation,A,Annual,2023,,0.555555582,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,0.444444448,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,2.42592597,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,0.06666667,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,1.899999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,3.299999952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,1.249850035,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,1.40625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,2.0625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,0.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,1.891092539,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,2.551282167,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,1.230902791,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.693863392,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.235602751,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,TFI,Barriers to trade facilitation,A,Annual,2023,,0.621019602,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,HRV,Croatia,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,PMR,Product market regulation,A,Annual,2023,,1.651668012,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,1.623925686,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,1.61483252,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,2.84210515,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,1.575000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,PRICE,Retail price controls and regulation,A,Annual,2023,,1.733333349,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,1.666666627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,2.433333397,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,0.466666669,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,1.68194437,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,0.888888896,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,2.474999905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CYP,Cyprus,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,1.679410338,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
